stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
Selhurst Park,1994-12-17,9.4,5.0,11.5,0.5,nan,186.0,14.5,nan,1022.1,nan
Selhurst Park,1994-12-26,8.1,5.6,11.3,1.5,nan,224.0,18.9,nan,1006.9,nan
Selhurst Park,1994-12-31,4.7,2.3,6.6,nan,nan,258.0,18.8,nan,994.7,nan
Selhurst Park,1995-01-14,8.2,6.6,9.7,0.0,nan,225.0,13.9,nan,1028.6,nan
Selhurst Park,1995-01-25,7.9,5.3,12.2,7.9,nan,122.0,13.7,nan,993.7,nan
Selhurst Park,1995-02-11,9.6,8.1,11.9,4.1,nan,207.0,18.0,nan,994.0,nan
Selhurst Park,1995-02-25,6.2,4.4,7.8,0.5,nan,283.0,11.9,nan,994.9,nan
Selhurst Park,1995-03-14,7.2,3.3,12.7,nan,nan,264.0,9.5,nan,1014.1,nan
Selhurst Park,1995-04-01,14.1,9.6,19.6,0.0,nan,259.0,17.1,nan,1030.9,nan
Selhurst Park,1995-04-04,10.8,5.7,16.0,0.0,nan,249.0,7.2,nan,1020.6,nan
Selhurst Park,1995-04-14,11.4,7.0,17.5,nan,nan,49.0,10.9,nan,nan,nan
Selhurst Park,1995-04-29,9.8,8.1,11.5,nan,nan,69.0,14.8,nan,1015.9,nan
Selhurst Park,1995-05-06,21.1,15.2,25.4,0.0,nan,299.0,8.4,nan,1019.1,nan
Selhurst Park,1997-08-12,22.9,17.4,28.5,0.0,nan,278.0,5.2,nan,1020.7,nan
Selhurst Park,1997-08-30,16.9,14.8,20.2,5.6,nan,220.0,11.2,nan,1009.7,nan
Selhurst Park,1997-09-13,11.8,6.7,15.8,0.0,nan,266.0,18.4,nan,nan,nan
Selhurst Park,1997-09-27,15.4,13.2,18.3,0.0,nan,67.0,13.2,nan,1019.4,nan
Selhurst Park,1997-10-18,16.6,12.8,22.0,0.0,nan,128.0,7.4,nan,1016.9,nan
Selhurst Park,1997-11-08,11.1,9.7,13.2,4.1,nan,200.0,23.3,nan,984.7,nan
Selhurst Park,1997-11-29,9.3,nan,11.8,nan,nan,nan,nan,nan,nan,nan
Selhurst Park,1997-12-13,6.0,3.4,8.1,0.0,nan,254.0,9.9,nan,1031.2,nan
Selhurst Park,1997-12-26,7.5,nan,9.3,3.0,nan,nan,nan,nan,nan,nan
Selhurst Park,1998-01-10,9.3,6.8,12.8,0.0,nan,nan,nan,nan,nan,nan
Selhurst Park,1998-01-31,4.1,nan,6.2,nan,nan,nan,nan,nan,nan,nan
Selhurst Park,1998-02-09,6.5,5.1,8.0,0.0,nan,206.0,8.8,nan,1024.7,nan
Selhurst Park,1998-02-28,5.6,1.6,8.3,2.0,nan,263.0,22.1,nan,1013.4,nan
Selhurst Park,1998-03-28,12.0,9.2,16.5,nan,nan,167.0,7.9,nan,nan,nan
Selhurst Park,1998-04-11,5.6,3.5,7.5,1.0,nan,343.0,13.4,nan,999.9,nan
Selhurst Park,1998-04-18,5.8,4.0,7.0,1.0,nan,308.0,15.0,nan,1003.5,nan
Selhurst Park,1998-04-27,9.5,5.2,13.6,nan,nan,nan,5.9,nan,1003.7,nan
Selhurst Park,1998-05-05,11.0,7.2,14.0,0.0,nan,nan,14.5,nan,nan,nan
Selhurst Park,1998-05-10,16.6,12.1,22.7,0.0,nan,nan,nan,nan,nan,nan
Selhurst Park,2004-08-21,15.3,10.6,20.2,nan,nan,294.0,12.0,nan,1016.4,nan
Selhurst Park,2004-08-24,17.5,15.4,21.2,9.9,nan,236.0,15.8,nan,1005.9,nan
Selhurst Park,2004-09-18,16.4,nan,nan,nan,nan,nan,nan,nan,nan,nan
Selhurst Park,2004-10-04,14.7,11.9,17.1,11.9,nan,237.0,18.0,nan,1006.3,nan
Selhurst Park,2004-10-23,15.3,13.7,15.9,nan,nan,207.0,28.4,nan,nan,nan
Selhurst Park,2004-11-06,10.4,8.4,12.0,nan,nan,298.0,11.4,nan,1026.2,nan
Selhurst Park,2004-11-20,3.3,2.2,4.3,nan,nan,267.0,8.3,nan,1024.2,nan
Selhurst Park,2004-12-05,9.7,8.3,10.9,0.0,nan,274.0,9.3,nan,1029.4,nan
Selhurst Park,2004-12-11,6.2,3.7,9.0,nan,nan,126.0,6.2,nan,1028.0,nan
Selhurst Park,2004-12-26,0.2,-2.9,nan,0.0,nan,nan,nan,nan,nan,nan
Selhurst Park,2005-01-03,8.0,5.1,10.1,nan,nan,258.0,15.6,nan,1030.7,nan
Selhurst Park,2005-01-22,4.5,2.1,6.8,0.0,nan,61.0,9.3,nan,1018.8,nan
Selhurst Park,2005-02-05,6.9,6.0,8.2,nan,nan,190.0,13.9,nan,1017.2,nan
Selhurst Park,2005-02-26,2.8,0.5,4.8,1.0,nan,20.0,13.7,nan,1018.5,nan
Selhurst Park,2005-03-05,2.8,1.0,6.0,0.0,nan,349.0,19.0,nan,1010.1,nan
Selhurst Park,2005-04-02,12.4,9.1,17.6,0.0,nan,72.0,9.9,nan,1019.2,nan
Selhurst Park,2005-04-16,7.9,5.1,10.3,nan,nan,297.0,9.0,nan,1008.5,nan
Selhurst Park,2005-04-23,11.3,8.2,15.1,nan,nan,101.0,13.5,nan,1009.7,nan
Selhurst Park,2005-05-07,11.7,9.2,14.2,2.0,nan,301.0,23.8,nan,1011.6,nan
Selhurst Park,2013-08-18,18.9,15.6,23.6,0.0,nan,236.0,19.9,nan,1009.5,nan
Selhurst Park,2013-08-31,17.1,14.0,20.0,0.0,nan,328.0,13.2,nan,1025.2,nan
Selhurst Park,2013-09-22,17.3,15.6,18.6,0.0,nan,nan,10.0,nan,1027.8,nan
Selhurst Park,2013-10-21,16.1,13.6,17.6,12.2,nan,197.0,17.7,nan,1005.8,nan
Selhurst Park,2013-10-26,15.7,14.6,17.6,0.0,nan,214.0,23.8,nan,1004.5,nan
Selhurst Park,2013-11-09,6.4,4.6,7.6,8.6,nan,234.0,11.6,nan,1006.1,nan
Selhurst Park,2013-12-03,5.6,nan,nan,0.0,nan,nan,nan,nan,nan,nan
Selhurst Park,2013-12-07,7.3,5.0,9.0,0.0,nan,252.0,10.3,nan,1026.7,nan
Selhurst Park,2013-12-21,10.2,9.0,12.0,2.3,nan,210.0,28.2,nan,1012.5,nan
Selhurst Park,2014-01-01,8.8,5.3,10.8,5.3,nan,177.0,27.7,nan,993.0,nan
Selhurst Park,2014-01-18,8.5,7.6,9.6,7.1,nan,137.0,15.6,nan,991.4,nan
Selhurst Park,2014-01-28,6.0,5.0,8.0,1.8,nan,168.0,11.7,nan,985.1,nan
Selhurst Park,2014-02-08,7.7,6.0,9.0,5.8,nan,208.0,27.9,nan,979.0,nan
Selhurst Park,2014-02-22,8.2,5.6,11.6,0.0,nan,233.0,20.4,nan,1009.1,nan
Selhurst Park,2014-03-08,11.6,7.6,15.6,0.0,nan,153.0,17.1,nan,1025.3,nan
Selhurst Park,2014-03-29,11.5,6.0,18.0,0.0,nan,92.0,14.5,nan,1014.1,nan
Selhurst Park,2014-04-12,11.3,8.6,14.6,0.0,nan,257.0,17.5,nan,1019.4,nan
Selhurst Park,2014-04-27,11.5,9.6,14.6,0.8,nan,103.0,20.2,nan,1003.2,nan
Selhurst Park,2014-05-05,13.4,6.6,17.6,0.0,nan,157.0,12.1,nan,1013.1,nan
Selhurst Park,2014-08-23,14.8,12.6,17.6,0.5,nan,283.0,16.2,nan,1015.4,nan
Selhurst Park,2014-09-13,16.1,12.6,19.6,0.0,nan,50.0,13.3,nan,1026.4,nan
Selhurst Park,2014-09-27,17.3,14.6,20.6,0.0,nan,74.0,5.8,nan,1026.2,nan
Selhurst Park,2014-10-18,17.8,16.0,20.0,0.5,nan,190.0,15.9,nan,1010.6,nan
Selhurst Park,2014-11-03,9.6,7.6,11.6,15.2,nan,209.0,11.6,nan,992.1,nan
Selhurst Park,2014-11-23,9.4,6.6,13.6,13.0,nan,330.0,9.6,nan,1017.3,nan
Selhurst Park,2014-12-02,7.1,6.6,7.6,0.0,nan,351.0,15.8,nan,1018.2,nan
Selhurst Park,2014-12-13,3.6,1.6,6.6,1.5,nan,275.0,9.6,nan,1011.2,nan
Selhurst Park,2014-12-26,2.9,-1.0,10.0,0.0,nan,206.0,6.9,nan,1023.6,nan
Selhurst Park,2015-01-10,10.4,4.6,13.6,0.0,nan,258.0,34.8,nan,1014.9,nan
Selhurst Park,2015-01-31,3.0,0.6,4.6,0.3,nan,288.0,20.0,nan,985.2,nan
Selhurst Park,2015-02-11,4.7,4.6,5.6,0.0,nan,137.0,7.9,nan,1024.9,nan
Selhurst Park,2015-02-21,4.5,2.6,6.6,0.5,nan,283.0,16.4,nan,1002.0,nan
Selhurst Park,2015-03-14,5.7,2.6,8.6,0.0,nan,27.0,17.4,nan,1030.3,nan
Selhurst Park,2015-04-06,8.9,4.6,14.6,0.0,nan,351.0,12.8,nan,1031.8,nan
Selhurst Park,2015-04-18,9.3,4.6,12.6,0.0,nan,63.0,22.8,nan,1027.6,nan
Selhurst Park,2015-04-25,13.2,10.9,18.3,1.5,nan,221.0,18.2,nan,1005.8,nan
Selhurst Park,2015-05-09,14.5,11.6,18.6,0.3,nan,252.0,26.9,nan,1015.3,nan
Selhurst Park,2015-05-24,15.3,11.6,19.6,0.0,nan,236.0,11.2,nan,1020.1,nan
Selhurst Park,2015-08-16,16.5,13.6,20.6,0.0,nan,nan,6.9,nan,1017.0,nan
Selhurst Park,2015-08-22,20.5,12.0,28.0,0.0,nan,112.0,9.4,nan,1014.2,nan
Selhurst Park,2015-09-12,16.2,11.0,19.0,0.3,nan,187.0,14.1,nan,1008.4,nan
Selhurst Park,2015-10-03,12.3,9.6,15.6,0.0,nan,325.0,5.5,nan,1014.7,nan
Selhurst Park,2015-10-17,11.6,10.6,12.6,0.0,nan,351.0,13.3,nan,1019.4,nan
Selhurst Park,2015-10-31,12.1,9.6,14.6,2.8,nan,nan,10.0,nan,1022.6,nan
Selhurst Park,2015-11-23,4.6,1.6,7.6,0.0,nan,239.0,11.0,nan,1023.7,nan
Selhurst Park,2015-11-28,7.6,3.6,11.6,1.3,nan,245.0,27.7,nan,1011.5,nan
Selhurst Park,2015-12-12,10.4,6.6,13.6,0.3,nan,211.0,21.4,nan,1018.5,nan
Selhurst Park,2015-12-28,11.3,9.6,13.6,0.3,nan,138.0,14.2,nan,1016.9,nan
Selhurst Park,2016-01-03,8.3,6.6,10.6,6.6,nan,201.0,16.9,nan,991.8,nan
Selhurst Park,2016-01-23,8.3,6.6,10.6,2.5,nan,214.0,13.5,nan,1029.1,nan
Selhurst Park,2016-02-02,8.7,5.6,10.6,0.0,nan,250.0,31.2,nan,1015.3,nan
Selhurst Park,2016-02-13,2.7,-0.0,4.0,0.0,nan,56.0,15.6,nan,987.1,nan
Selhurst Park,2016-03-06,3.9,1.6,6.6,0.5,nan,293.0,14.3,nan,1005.8,nan
Selhurst Park,2016-03-19,6.7,5.0,9.0,0.0,nan,44.0,18.7,nan,1026.4,nan
Selhurst Park,2016-04-09,8.7,6.6,11.6,0.5,nan,211.0,15.7,nan,1003.5,nan
Selhurst Park,2016-04-13,12.1,5.6,16.6,0.0,nan,234.0,6.9,nan,1008.3,nan
Selhurst Park,2016-05-07,16.8,11.0,22.0,0.0,nan,106.0,10.0,nan,1006.7,nan
Selhurst Park,2016-08-13,17.8,13.0,23.0,0.0,nan,234.0,11.7,nan,1022.9,nan
Selhurst Park,2016-08-27,20.8,16.6,24.6,0.0,nan,93.0,14.8,nan,1015.9,nan
Selhurst Park,2016-09-18,16.6,14.6,18.6,0.0,nan,325.0,8.1,nan,1020.9,nan
Selhurst Park,2016-10-15,12.9,10.6,16.6,0.0,nan,144.0,8.8,nan,1007.0,nan
Selhurst Park,2016-10-29,12.7,8.0,15.0,0.0,nan,232.0,2.7,nan,1034.0,nan
Selhurst Park,2016-11-19,5.2,3.6,7.6,0.0,nan,209.0,16.7,nan,1000.3,nan
Selhurst Park,2016-12-03,6.2,4.6,8.6,0.3,nan,61.0,12.8,nan,1024.5,nan
Selhurst Park,2016-12-14,10.1,6.6,13.6,0.3,nan,110.0,9.9,nan,1019.5,nan
Selhurst Park,2016-12-17,7.0,5.6,8.6,0.0,nan,nan,6.5,nan,1037.4,nan
Selhurst Park,2017-01-03,2.9,-0.4,5.6,0.0,nan,250.0,18.6,nan,1027.4,nan
Selhurst Park,2017-01-21,0.9,-1.4,4.6,0.0,nan,90.0,7.8,nan,1028.1,nan
Selhurst Park,2017-02-04,5.6,3.6,8.6,2.0,nan,167.0,7.5,nan,997.3,nan
Selhurst Park,2017-02-25,8.9,6.6,10.6,0.0,nan,222.0,22.6,nan,1013.5,nan
Selhurst Park,2017-03-18,12.8,10.6,15.6,0.0,nan,255.0,31.5,nan,1010.8,nan
Selhurst Park,2017-04-10,11.7,9.6,13.6,0.0,nan,306.0,16.5,nan,1024.8,nan
Selhurst Park,2017-04-15,11.9,10.6,13.6,0.0,nan,285.0,22.5,nan,1017.8,nan
Selhurst Park,2017-04-26,5.6,3.6,8.6,0.0,nan,349.0,14.3,nan,1017.1,nan
Selhurst Park,2017-04-29,11.7,7.6,15.6,0.0,nan,193.0,14.9,nan,1014.2,nan
Selhurst Park,2017-05-14,14.1,11.0,18.0,3.3,nan,214.0,14.9,nan,1018.3,nan
Selhurst Park,2017-08-12,19.2,16.6,21.6,0.0,nan,265.0,19.2,nan,1015.7,nan
Selhurst Park,2017-08-26,20.1,15.6,24.6,0.0,nan,302.0,7.4,nan,1015.9,nan
Selhurst Park,2017-09-16,12.1,9.6,15.6,0.3,nan,313.0,9.9,nan,1011.2,nan
Selhurst Park,2017-10-14,17.5,14.6,19.6,0.0,nan,204.0,14.3,nan,1024.0,nan
Selhurst Park,2017-10-28,11.2,6.6,15.6,0.0,nan,247.0,22.4,nan,1026.3,nan
Selhurst Park,2017-11-18,7.6,5.6,9.6,0.0,nan,260.0,16.1,nan,1022.5,nan
Selhurst Park,2017-11-25,4.3,1.6,7.6,0.0,nan,248.0,18.4,nan,1016.1,nan
Selhurst Park,2017-12-09,2.2,0.6,4.6,0.0,nan,249.0,18.4,nan,1015.1,nan
Selhurst Park,2017-12-12,2.2,-1.4,6.6,7.9,10.0,229.0,13.4,nan,1006.9,nan
Selhurst Park,2017-12-28,2.6,0.6,5.6,2.5,nan,246.0,16.8,nan,1003.5,nan
Selhurst Park,2017-12-31,11.3,7.6,13.6,1.8,nan,227.0,27.9,nan,994.9,nan
Selhurst Park,2018-01-13,5.8,4.6,6.6,0.3,nan,119.0,17.2,nan,1019.3,nan
Selhurst Park,2018-02-04,2.7,0.8,4.5,5.8,nan,34.0,20.0,nan,1023.3,nan
Selhurst Park,2018-02-25,0.5,-1.2,2.8,0.0,nan,76.0,14.9,nan,1027.4,nan
Selhurst Park,2018-03-05,6.7,5.0,8.7,0.3,nan,166.0,14.9,nan,988.8,nan
Selhurst Park,2018-03-31,5.1,3.6,7.3,12.7,nan,242.0,14.4,nan,997.0,nan
Selhurst Park,2018-04-14,12.0,6.6,17.3,0.0,nan,161.0,7.9,nan,1016.0,nan
Selhurst Park,2018-04-28,8.4,7.0,10.1,4.6,nan,329.0,10.5,nan,1009.0,nan
Selhurst Park,2018-05-13,11.7,7.4,16.6,9.1,nan,287.0,8.3,nan,1014.9,nan
Selhurst Park,2018-08-20,20.1,17.3,23.2,0.0,nan,258.0,10.6,nan,1020.2,nan
Selhurst Park,2018-09-01,17.1,13.5,21.7,0.0,nan,166.0,10.3,nan,1025.6,nan
Selhurst Park,2018-09-22,10.8,10.1,12.8,0.5,nan,206.0,9.7,nan,1018.1,nan
Selhurst Park,2018-10-06,10.0,8.2,12.3,0.0,nan,14.0,15.2,52.0,1011.3,nan
Selhurst Park,2018-10-28,5.3,3.3,8.5,0.3,nan,33.0,17.2,46.0,1017.5,nan
Selhurst Park,2018-11-10,10.8,9.0,13.1,7.9,nan,198.0,17.3,55.0,994.7,nan
Selhurst Park,2018-12-01,9.9,5.9,12.5,0.3,nan,207.0,20.1,52.0,1004.0,nan
Selhurst Park,2018-12-15,2.6,0.5,7.8,0.0,nan,149.0,18.7,59.0,1012.9,nan
Selhurst Park,2018-12-26,7.0,5.0,8.2,0.0,nan,180.0,6.9,18.5,1030.9,nan
Selhurst Park,2018-12-30,8.5,7.0,9.3,0.0,nan,272.0,10.6,25.9,1035.4,nan
Selhurst Park,2019-01-12,8.2,6.4,9.4,0.0,nan,272.0,20.7,48.0,1023.4,nan
Selhurst Park,2019-02-02,1.8,0.6,3.4,7.9,nan,343.0,17.7,35.2,1006.5,nan
Selhurst Park,2019-02-09,7.5,6.2,9.4,7.9,nan,233.0,27.6,72.0,1001.3,nan
Selhurst Park,2019-02-27,12.2,6.6,17.5,0.0,nan,200.0,8.9,20.4,1024.9,nan
Selhurst Park,2019-03-09,8.6,6.8,11.6,1.3,nan,247.0,23.6,53.7,1012.5,nan
Selhurst Park,2019-03-30,12.8,6.0,18.0,0.0,nan,73.0,6.5,14.8,1021.3,nan
Selhurst Park,2019-04-14,4.0,-1.4,8.6,0.0,nan,76.0,10.0,25.9,1025.5,nan
Selhurst Park,2019-04-27,8.8,6.8,11.7,0.5,nan,251.0,29.5,70.0,1010.2,nan
Selhurst Park,2019-05-12,10.5,5.7,15.2,2.0,nan,59.0,5.5,18.5,1035.2,nan
Selhurst Park,2019-08-10,17.2,15.7,19.6,2.0,nan,222.0,33.1,74.0,1004.8,nan
Selhurst Park,2019-08-31,16.4,13.4,21.1,0.0,nan,227.0,13.8,35.2,1013.0,nan
Selhurst Park,2019-09-22,17.9,14.7,20.6,0.0,nan,175.0,14.4,29.6,1004.8,nan
Selhurst Park,2019-09-28,14.3,11.0,18.5,1.3,nan,227.0,20.4,46.0,1008.9,nan
Selhurst Park,2019-10-19,10.7,8.3,13.9,2.3,nan,220.0,12.1,37.0,1001.2,nan
Selhurst Park,2019-11-03,8.9,6.2,12.4,4.3,nan,221.0,11.5,29.6,982.2,nan
Selhurst Park,2019-11-23,9.1,5.8,10.7,1.3,nan,99.0,10.0,29.6,993.7,nan
Selhurst Park,2019-12-03,4.6,0.3,8.5,0.3,nan,223.0,8.6,18.5,1028.0,nan
Selhurst Park,2019-12-16,7.1,6.2,8.2,8.4,nan,178.0,11.5,50.0,1000.3,nan
Selhurst Park,2019-12-26,7.3,4.3,9.7,0.3,nan,191.0,18.3,52.0,1017.1,nan
Selhurst Park,2020-01-11,8.2,4.7,9.4,0.0,nan,211.0,26.8,68.0,1025.0,nan
Selhurst Park,2020-01-21,2.1,-0.9,6.9,nan,nan,289.0,4.8,14.8,1042.0,nan
Selhurst Park,2020-02-01,9.4,6.6,11.4,nan,nan,244.0,24.3,65.0,1005.3,nan
Selhurst Park,2020-02-22,10.1,8.5,12.8,nan,nan,245.0,32.0,76.0,1018.7,nan
Selhurst Park,2020-03-07,6.8,2.4,11.0,nan,nan,227.0,18.2,54.0,1015.4,nan
Selhurst Park,2020-06-29,14.7,11.5,18.7,nan,nan,236.0,22.6,54.0,1010.2,nan
Selhurst Park,2020-07-07,15.0,9.1,18.5,nan,nan,253.0,10.9,31.5,1020.5,nan
Selhurst Park,2020-07-16,17.9,15.0,21.7,nan,nan,315.0,12.1,29.6,1019.7,nan
Selhurst Park,2020-07-26,16.5,12.5,20.9,nan,nan,237.0,17.8,38.9,1010.6,nan
Selhurst Park,2020-09-12,15.4,11.3,20.4,nan,nan,239.0,15.1,27.8,1019.6,nan
Selhurst Park,2020-09-26,9.1,5.6,11.7,nan,nan,326.0,22.6,54.0,1010.7,nan
Selhurst Park,2020-10-18,9.2,6.3,12.4,nan,nan,278.0,4.0,14.8,1023.7,nan
Selhurst Park,2020-11-07,11.5,8.1,16.2,nan,nan,124.0,8.3,18.5,1020.0,nan
Selhurst Park,2020-11-27,4.2,0.2,8.0,nan,nan,68.0,6.0,16.7,1018.9,nan
Selhurst Park,2020-12-13,7.1,2.5,11.4,nan,nan,187.0,17.3,50.0,1002.8,nan
Selhurst Park,2020-12-19,9.6,7.4,11.0,nan,nan,198.0,22.0,61.0,1005.7,nan
Selhurst Park,2020-12-28,2.0,0.3,3.6,nan,nan,109.0,9.6,24.1,974.4,nan
Selhurst Park,2021-01-02,2.6,0.0,4.1,0.0,nan,350.0,10.4,22.2,1015.6,nan
Selhurst Park,2021-01-26,3.4,0.5,6.0,3.1,nan,213.0,17.0,50.0,1016.0,nan
Selhurst Park,2021-01-30,4.9,3.1,7.3,11.0,nan,95.0,14.8,57.0,997.4,nan
Selhurst Park,2021-02-13,-2.0,-4.7,0.8,0.0,nan,125.0,15.5,35.2,1032.3,nan
Selhurst Park,2021-02-28,5.0,2.8,8.8,0.0,nan,71.0,10.3,25.9,1036.8,nan
Selhurst Park,2021-03-03,5.4,2.2,10.0,1.6,nan,82.0,4.5,16.7,1027.5,nan
Selhurst Park,2021-03-13,6.2,3.3,9.3,3.4,nan,257.0,31.8,80.0,996.2,nan
Selhurst Park,2021-04-10,4.9,3.2,6.5,0.6,nan,40.0,11.9,27.8,1013.2,nan
Selhurst Park,2021-05-01,6.7,0.9,10.8,2.6,nan,357.0,6.9,20.4,1016.4,nan
Selhurst Park,2021-05-16,10.2,8.5,11.8,8.2,nan,209.0,14.5,37.0,998.2,nan
Selhurst Park,2021-05-19,11.4,8.1,16.2,4.7,nan,296.0,12.3,46.0,1017.3,nan
Selhurst Park,2021-08-21,17.1,15.0,20.0,4.2,nan,169.0,9.0,24.1,1015.6,nan
Selhurst Park,2021-09-11,17.7,15.3,20.6,1.0,nan,240.0,12.6,27.8,1016.3,nan
Selhurst Park,2021-09-27,15.3,11.2,17.1,6.0,nan,218.0,21.1,61.0,1011.0,nan
Selhurst Park,2021-10-03,12.0,10.1,15.4,1.6,nan,226.0,17.3,61.0,997.8,nan
Selhurst Park,2021-10-23,10.6,8.8,12.6,0.0,nan,207.0,8.4,24.1,1025.2,nan
Selhurst Park,2021-11-06,10.4,8.1,12.1,0.1,nan,235.0,19.0,48.0,1025.2,nan
Selhurst Park,2021-11-27,3.0,2.0,4.3,2.8,nan,335.0,31.0,65.0,993.1,nan
Selhurst Park,2021-12-12,11.3,10.5,12.3,0.2,nan,222.0,18.1,35.2,1020.1,nan
Selhurst Park,2021-12-15,11.2,10.4,12.0,0.0,nan,235.0,11.7,25.9,1031.0,nan
Selhurst Park,2021-12-28,9.8,7.9,10.6,0.9,nan,252.0,23.8,65.0,992.8,nan
Selhurst Park,2022-01-01,12.6,12.0,13.6,0.2,nan,202.0,23.9,46.0,1017.9,nan
Selhurst Park,2022-01-23,4.9,4.4,5.3,0.0,nan,136.0,3.3,13.0,1035.3,nan
Selhurst Park,2022-02-19,5.5,2.1,9.2,5.1,nan,241.0,26.7,68.0,1010.6,nan
Selhurst Park,2022-02-26,6.0,2.6,9.3,0.0,nan,162.0,12.9,33.3,1030.1,nan
Selhurst Park,2022-03-14,8.4,5.0,11.5,0.2,nan,214.0,10.5,27.8,1023.0,nan
Selhurst Park,2022-04-04,8.8,4.8,13.5,2.7,nan,254.0,21.6,46.3,1013.6,nan
Selhurst Park,2022-04-25,8.4,5.1,12.7,0.8,nan,23.0,14.0,31.5,1015.4,nan
Selhurst Park,2022-05-07,14.0,10.9,17.9,2.6,nan,1.0,11.1,22.2,1025.3,nan
Selhurst Park,2022-05-22,15.5,8.7,20.7,0.0,nan,193.0,8.8,25.9,1013.9,nan
Selhurst Park,2022-08-05,17.8,13.9,21.8,0.0,nan,344.0,16.2,29.6,1021.9,nan
Selhurst Park,2022-08-20,17.8,12.9,22.9,0.0,nan,239.0,15.2,39.0,1017.6,nan
Selhurst Park,2022-08-30,17.5,13.0,22.3,0.0,nan,46.0,12.3,37.0,1022.7,nan
Selhurst Park,2022-10-01,15.0,12.5,17.8,0.0,0.0,253.0,19.8,44.0,1007.1,nan
Selhurst Park,2022-10-09,11.8,6.8,16.2,0.0,0.0,165.0,10.8,32.0,1018.3,nan
Selhurst Park,2022-10-18,12.3,7.7,17.7,0.0,0.0,90.0,6.5,22.0,1027.3,nan
Selhurst Park,2022-10-29,16.3,12.2,20.5,0.9,0.0,166.0,13.0,33.0,1014.3,nan
Selhurst Park,2022-12-26,6.3,3.3,10.2,0.2,nan,248.0,18.1,49.0,1015.9,nan
Selhurst Park,2023-01-04,12.0,10.8,13.0,0.8,nan,242.0,30.0,61.0,1015.1,nan
Selhurst Park,2023-01-18,0.7,-1.9,3.9,0.2,nan,272.0,14.4,31.0,998.3,nan
Selhurst Park,2023-01-21,0.9,-2.9,5.0,0.0,nan,55.0,4.8,18.0,1032.4,nan
Selhurst Park,2023-02-11,8.2,7.4,9.5,0.0,nan,282.0,9.3,26.0,1036.8,nan
Selhurst Park,2023-02-25,4.2,2.4,6.6,0.0,nan,24.0,19.1,43.0,1017.0,nan
Selhurst Park,2023-03-11,3.0,-1.5,6.7,1.0,nan,141.0,9.7,31.0,1009.6,nan
Selhurst Park,2023-04-01,8.8,7.5,10.3,1.0,nan,340.0,16.3,37.0,1005.6,nan
Selhurst Park,2023-04-22,8.4,2.9,13.1,0.2,nan,195.0,8.4,31.0,1005.8,nan
Selhurst Park,2023-04-29,11.5,6.0,16.7,0.0,nan,82.0,6.2,18.0,1020.3,nan
Selhurst Park,2023-05-13,10.8,8.7,14.7,0.0,nan,20.0,16.7,40.0,1025.7,nan
Selhurst Park,2023-05-28,13.6,6.7,20.0,0.0,nan,51.0,11.8,43.0,1023.2,nan
Emirates Stadium,1992-08-15,16.4,12.7,20.1,0.0,nan,200.0,11.3,nan,1016.6,nan
Emirates Stadium,1992-08-26,16.2,14.2,18.5,nan,nan,218.0,17.2,nan,1009.3,nan
Emirates Stadium,1992-08-29,14.3,11.8,17.7,0.0,nan,239.0,12.8,nan,1005.2,nan
Emirates Stadium,1992-09-12,13.3,9.1,17.2,0.0,nan,201.0,12.6,nan,1023.9,nan
Emirates Stadium,1992-09-28,17.5,15.0,21.1,nan,nan,221.0,7.1,nan,1012.5,nan
Emirates Stadium,1992-10-03,11.4,9.8,13.3,10.9,nan,349.0,10.4,nan,1004.9,nan
Emirates Stadium,1992-10-24,7.0,4.1,10.1,0.5,nan,242.0,16.4,nan,1005.1,nan
Emirates Stadium,1992-11-07,11.8,10.0,13.0,nan,nan,244.0,15.3,nan,1024.5,nan
Emirates Stadium,1992-11-28,7.2,4.9,9.0,nan,nan,235.0,10.2,nan,1020.6,nan
Emirates Stadium,1992-12-19,4.3,2.0,5.6,1.0,nan,nan,10.1,nan,1018.4,nan
Emirates Stadium,1992-12-26,4.7,4.0,5.7,nan,nan,35.0,17.2,nan,1037.7,nan
Emirates Stadium,1993-01-09,9.8,5.8,12.2,2.0,nan,218.0,21.0,nan,1014.3,nan
Emirates Stadium,1993-01-31,6.4,4.2,7.8,0.0,nan,67.0,6.5,nan,1033.0,nan
Emirates Stadium,1993-02-10,3.3,2.5,4.6,0.0,nan,116.0,8.4,nan,1030.9,nan
Emirates Stadium,1993-02-24,5.4,2.6,nan,0.0,nan,nan,nan,nan,nan,nan
Emirates Stadium,1993-03-20,6.9,0.3,13.4,0.0,nan,nan,nan,nan,nan,nan
Emirates Stadium,1993-04-12,10.4,7.1,14.0,nan,nan,108.0,9.9,nan,1001.7,nan
Emirates Stadium,1993-04-21,13.2,10.5,16.4,0.0,nan,227.0,13.8,nan,1007.0,nan
Emirates Stadium,1993-05-04,10.1,4.6,15.3,0.0,nan,nan,nan,nan,nan,nan
Emirates Stadium,1993-05-08,10.9,7.1,15.8,0.0,nan,32.0,24.4,nan,1025.3,nan
Emirates Stadium,1993-05-11,16.5,10.4,22.8,0.0,nan,37.0,18.7,nan,1014.8,nan
Emirates Stadium,1993-08-14,18.4,13.2,23.3,0.0,nan,72.0,9.3,nan,1013.9,nan
