,Season_End_Year,Wk,Date,Team,HomeGoals,AwayGoals,Away,FTR,FDCOUK,City,Stadium,Capacity,Latitude,Longitude,Country,stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
4140,2016,28,2016-03-01,Norwich City,1,2,Chelsea,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2016-03-01,7.5,3.7,12.7,,,204.0,20.6,,,
4141,2016,30,2016-03-12,Norwich City,0,0,Manchester City,D,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2016-03-12,4.5,0.7,6.7,,,,6.7,,,
4142,2016,34,2016-04-16,Norwich City,0,3,Sunderland,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2016-04-16,5.4,2.7,7.7,,,313.0,16.4,,,
4143,2016,37,2016-05-07,Norwich City,0,1,Manchester Utd,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2016-05-07,15.4,6.7,23.7,,,99.0,12.9,,,
4144,2020,2,2019-08-17,Norwich City,3,1,Newcastle Utd,H,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-08-17,18.0,14.7,22.7,,,225.0,21.9,48.2,1002.7,
4145,2020,3,2019-08-24,Norwich City,2,3,Chelsea,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-08-24,19.1,10.7,26.7,,,104.0,8.8,24.1,1020.1,
4146,2020,5,2019-09-14,Norwich City,3,2,Manchester City,H,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-09-14,13.5,3.7,21.7,,,208.0,6.2,25.9,1032.1,
4147,2020,8,2019-10-05,Norwich City,1,5,Aston Villa,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-10-05,12.1,9.7,14.7,,,90.0,9.4,25.9,1014.6,
4148,2020,10,2019-10-27,Norwich City,1,3,Manchester Utd,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-10-27,6.3,3.7,10.7,,,261.0,15.6,31.5,1020.9,
4149,2020,12,2019-11-08,Norwich City,0,2,Watford,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-11-08,5.2,0.7,8.7,,,271.0,11.6,31.5,1003.8,
4150,2020,14,2019-12-01,Norwich City,2,2,Arsenal,D,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-12-01,4.8,2.7,7.7,,,356.0,9.4,27.8,1023.8,
4151,2020,16,2019-12-08,Norwich City,1,2,Sheffield Utd,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-12-08,8.8,5.7,11.7,,,225.0,32.3,64.8,994.7,
4152,2020,18,2019-12-21,Norwich City,1,2,Wolves,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-12-21,7.5,3.7,9.7,,,169.0,17.4,35.2,980.0,
4153,2020,20,2019-12-28,Norwich City,2,2,Tottenham,D,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2019-12-28,7.5,4.7,8.7,,,181.0,13.3,27.8,1035.8,
4154,2020,21,2020-01-01,Norwich City,1,1,Crystal Palace,D,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-01-01,4.8,2.7,6.7,,,181.0,11.4,25.9,1029.0,
4155,2020,23,2020-01-18,Norwich City,1,0,Bournemouth,H,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-01-18,3.3,1.7,6.7,,,270.0,15.8,31.5,1025.5,
4156,2020,26,2020-02-15,Norwich City,0,1,Liverpool,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-02-15,11.3,8.7,13.7,,,197.0,36.7,90.8,1003.4,
4157,2020,28,2020-02-28,Norwich City,1,0,Leicester City,H,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-02-28,4.7,-0.3,10.7,,,196.0,22.7,55.5,1003.9,
4158,2020,30,2020-06-19,Norwich City,0,3,Southampton,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-06-19,16.3,11.7,19.7,,,207.0,17.4,44.5,1013.3,
4159,2020,31,2020-06-24,Norwich City,0,1,Everton,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-06-24,20.8,13.7,27.7,,,112.0,12.2,35.2,1021.8,
4160,2020,33,2020-07-04,Norwich City,0,1,Brighton,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-07-04,18.0,15.7,20.7,,,233.0,24.6,50.0,1008.0,
4161,2020,35,2020-07-11,Norwich City,0,4,West Ham,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-07-11,13.5,8.7,17.7,,,294.0,9.7,27.8,1025.0,
4162,2020,37,2020-07-18,Norwich City,0,2,Burnley,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2020-07-18,18.7,14.7,21.7,,,255.0,11.5,31.5,1016.8,
4163,2022,1,2021-08-14,Norwich City,0,3,Liverpool,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-08-14,18.7,15.7,22.7,,,228.0,15.5,35.2,1018.3,
4164,2022,3,2021-08-28,Norwich City,1,2,Leicester City,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-08-28,15.9,12.7,18.7,,,0.0,15.0,38.9,1025.7,
4165,2022,5,2021-09-18,Norwich City,1,3,Watford,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-09-18,16.9,10.7,22.7,,,141.0,9.6,29.6,1014.7,
4166,2022,8,2021-10-16,Norwich City,0,0,Brighton,D,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-10-16,9.5,3.7,14.7,,,203.0,8.4,27.8,1020.3,
4167,2022,10,2021-10-31,Norwich City,1,2,Leeds United,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-10-31,10.1,5.7,13.7,,,173.0,20.6,63.0,992.9,
4168,2022,12,2021-11-20,Norwich City,2,1,Southampton,H,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-11-20,9.0,6.7,9.7,,,232.0,13.8,29.6,1021.5,
4169,2022,13,2021-11-27,Norwich City,0,0,Wolves,D,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-11-27,4.7,0.7,7.7,,,339.0,20.1,53.7,991.1,
4170,2022,16,2021-12-11,Norwich City,0,1,Manchester Utd,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-12-11,3.4,-0.3,7.7,,,216.0,11.8,37.0,1013.7,
4171,2022,17,2021-12-14,Norwich City,0,2,Aston Villa,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-12-14,10.5,8.7,11.7,,,219.0,13.8,31.5,1024.5,
4172,2022,19,2021-12-26,Norwich City,0,5,Arsenal,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2021-12-26,5.0,2.7,6.7,,,118.0,14.8,37.0,1001.9,
4173,2022,22,2022-01-15,Norwich City,2,1,Everton,H,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-01-15,4.1,1.7,6.7,,,187.0,9.1,25.9,1025.5,
4174,2022,24,2022-02-09,Norwich City,1,1,Crystal Palace,D,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-02-09,8.6,6.7,11.7,,,233.0,13.6,38.9,1021.5,
4175,2022,25,2022-02-12,Norwich City,0,4,Manchester City,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-02-12,4.8,1.7,8.7,,,188.0,21.1,57.4,1019.7,
4176,2022,28,2022-03-05,Norwich City,1,3,Brentford,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-03-05,5.2,3.7,5.7,,,358.0,15.8,31.5,1023.0,
4177,2022,30,2022-03-10,Norwich City,1,3,Chelsea,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-03-10,9.6,5.7,15.7,,,144.0,16.8,42.6,1017.1,
4178,2022,32,2022-04-10,Norwich City,2,0,Burnley,H,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-04-10,6.8,-0.3,11.7,,,203.0,8.8,27.8,1018.6,
4179,2022,34,2022-04-23,Norwich City,0,3,Newcastle Utd,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-04-23,11.1,9.7,13.7,,,54.0,27.4,57.4,1006.0,
4180,2022,36,2022-05-08,Norwich City,0,4,West Ham,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-05-08,9.9,5.7,13.7,,,62.0,10.7,25.9,1029.8,
4181,2022,38,2022-05-22,Norwich City,0,5,Tottenham,A,Norwich,Norwich,Carrow Road,27010,52.622128,1.308653,England,Carrow Road,2022-05-22,15.2,7.7,21.7,,,181.0,11.3,35.2,1013.2,
4182,1995,27,1995-02-04,Leicester City,1,2,West Ham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,1995-02-04,7.4,3.1,11.1,,,230.0,14.7,,,
4183,1997,20,1996-12-28,Leicester City,2,2,Nott'ham Forest,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,1996-12-28,0.7,-2.9,2.1,,,28.0,9.6,,,
4184,1997,21,1997-03-19,Leicester City,1,1,Tottenham,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,1997-03-19,8.4,5.1,11.1,,,297.0,21.8,,,
4185,1999,22,1999-01-16,Leicester City,2,6,Manchester Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,1999-01-16,4.9,2.1,10.1,,,219.0,21.9,,,
4186,1999,27,1999-03-01,Leicester City,1,2,Leeds United,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,1999-03-01,10.4,9.1,13.1,,,242.0,21.1,,,
4187,2000,9,1999-09-25,Leicester City,3,1,Aston Villa,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,1999-09-25,14.4,12.1,17.1,,,,9.6,,,
4188,2000,23,2000-01-22,Leicester City,1,3,West Ham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2000-01-22,4.9,2.1,6.1,,,315.0,24.4,,,
4189,2000,27,2000-03-05,Leicester City,5,2,Sunderland,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2000-03-05,4.7,0.1,9.1,,,248.0,19.1,,,
4190,2001,7,2000-09-24,Leicester City,1,1,Everton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2000-09-24,14.1,11.1,16.1,,,,,,,
4191,2001,18,2000-12-16,Leicester City,3,1,Charlton Ath,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2000-12-16,1.8,0.1,3.1,,,,,,,
4192,2001,28,2001-02-24,Leicester City,2,0,Sunderland,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2001-02-24,1.9,-0.9,5.1,,,,,,,
4193,2001,29,2001-03-03,Leicester City,2,0,Liverpool,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2001-03-03,-1.1,-4.9,3.1,,,,10.7,,,
4194,2001,33,2001-04-14,Leicester City,1,2,Manchester City,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2001-04-14,7.9,5.1,11.1,,,226.0,18.0,,,
4195,2001,35,2001-04-21,Leicester City,0,3,Middlesbrough,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2001-04-21,5.3,0.1,9.1,,,,,,,
4196,2002,14,2001-11-24,Leicester City,0,0,Everton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2001-11-24,10.5,7.1,12.1,,,235.0,15.5,,,
4197,2002,16,2001-12-08,Leicester City,0,4,Southampton,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2001-12-08,4.4,1.1,8.1,,,,,,,
4198,2002,18,2001-12-22,Leicester City,1,1,West Ham,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2001-12-22,-0.1,-2.9,2.1,,,306.0,16.6,,,
4199,2002,23,2002-01-19,Leicester City,0,0,Newcastle Utd,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-01-19,6.6,5.1,8.1,,,219.0,27.1,,,
4200,2002,25,2002-02-02,Leicester City,2,3,Chelsea,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-02-02,11.8,10.1,13.1,,,193.0,42.2,,,
4201,2002,27,2002-02-23,Leicester City,0,3,Derby County,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-02-23,3.0,0.1,4.1,,,262.0,41.0,,,
4202,2002,29,2002-03-09,Leicester City,1,1,Charlton Ath,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-03-09,4.6,2.1,8.1,,,232.0,31.9,,,
4203,2002,31,2002-03-23,Leicester City,0,2,Leeds United,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-03-23,7.3,4.1,11.1,,,106.0,13.6,,,
4204,2002,34,2002-04-06,Leicester City,0,1,Manchester Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-04-06,6.6,4.1,11.1,,,63.0,26.7,,,
4205,2002,36,2002-04-20,Leicester City,2,2,Aston Villa,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-04-20,10.7,5.1,15.1,,,,11.1,,,
4206,2002,38,2002-05-11,Leicester City,2,1,Tottenham,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2002-05-11,11.6,8.1,15.1,,,279.0,17.0,,,
4207,2004,3,2003-08-26,Leicester City,0,0,Middlesbrough,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2003-08-26,16.8,15.1,20.1,,,,10.9,,,
4208,2004,5,2003-09-15,Leicester City,4,0,Leeds United,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2003-09-15,18.6,13.1,25.1,,,,8.6,,,
4209,2004,9,2003-10-19,Leicester City,1,2,Tottenham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2003-10-19,9.4,6.1,12.1,,,35.0,19.0,,,
4210,2004,13,2003-11-22,Leicester City,1,1,Charlton Ath,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2003-11-22,4.3,3.1,6.1,,,,4.5,,,
4211,2004,15,2003-12-06,Leicester City,1,1,Arsenal,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2003-12-06,6.7,4.1,9.1,,,,16.3,,,
4212,2004,16,2003-12-13,Leicester City,0,2,Birmingham City,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2003-12-13,11.2,7.1,13.1,,,229.0,26.2,,,
4213,2004,23,2004-01-31,Leicester City,0,5,Aston Villa,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2004-01-31,9.7,7.1,13.1,,,207.0,36.3,,,
4214,2004,25,2004-02-10,Leicester City,1,1,Bolton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2004-02-10,6.7,3.1,10.1,,,234.0,23.4,,,
4215,2004,27,2004-02-28,Leicester City,0,0,Wolves,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2004-02-28,2.1,0.1,5.1,,,333.0,17.3,,,
4216,2004,32,2004-04-10,Leicester City,0,2,Fulham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2004-04-10,8.5,6.1,9.1,,,,11.1,,,
4217,2004,35,2004-04-24,Leicester City,1,1,Manchester City,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2004-04-24,14.7,8.1,21.1,,,,6.6,,,
4218,2004,37,2004-05-08,Leicester City,3,1,Portsmouth,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2004-05-08,11.4,9.1,14.1,,,285.0,17.0,,,
4219,2015,1,2014-08-16,Leicester City,2,2,Everton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2014-08-16,14.5,11.1,18.1,,,250.0,25.1,,,
4220,2015,5,2014-09-21,Leicester City,5,3,Manchester Utd,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2014-09-21,12.8,9.1,17.1,,,,13.0,,,
4221,2015,10,2014-11-01,Leicester City,0,1,West Brom,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2014-11-01,14.2,13.1,16.1,,,200.0,26.4,,,
4222,2015,21,2015-01-10,Leicester City,1,0,Aston Villa,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-01-10,8.4,3.1,13.1,,,250.0,42.7,,,
4223,2015,22,2015-01-17,Leicester City,0,1,Stoke City,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-01-17,2.4,1.1,5.1,,,218.0,23.8,,,
4224,2015,24,2015-02-07,Leicester City,0,1,Crystal Palace,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-02-07,2.2,-1.9,5.1,,,,10.4,,,
4225,2015,29,2015-03-14,Leicester City,0,0,Hull City,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-03-14,4.6,3.1,7.1,,,40.0,20.4,,,
4226,2015,31,2015-04-04,Leicester City,2,1,West Ham,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-04-04,8.6,7.1,11.1,,,,12.9,,,
4227,2015,27,2015-04-29,Leicester City,1,3,Chelsea,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-04-29,8.6,6.1,13.1,,,227.0,25.4,,,
4228,2015,35,2015-05-02,Leicester City,3,0,Newcastle Utd,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-05-02,6.8,2.1,10.1,,,79.0,15.9,,,
4229,2015,36,2015-05-09,Leicester City,2,0,Southampton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-05-09,10.9,8.1,12.1,,,241.0,26.8,,,
4230,2015,38,2015-05-24,Leicester City,5,1,QPR,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-05-24,12.6,8.1,15.1,,,250.0,16.8,,,
4231,2016,3,2015-08-22,Leicester City,1,1,Tottenham,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-08-22,21.6,17.1,28.1,,,,13.2,,,
4232,2016,5,2015-09-13,Leicester City,3,2,Aston Villa,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-09-13,12.9,8.1,17.1,,,,10.4,,,
4233,2016,10,2015-10-24,Leicester City,1,0,Crystal Palace,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-10-24,9.8,6.1,12.1,,,222.0,19.5,,,
4234,2016,12,2015-11-07,Leicester City,2,1,Watford,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-11-07,13.5,10.1,17.1,,,212.0,27.2,,,
4235,2016,14,2015-11-28,Leicester City,1,1,Manchester Utd,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-11-28,5.4,2.1,8.1,,,223.0,30.4,,,
4236,2016,19,2015-12-29,Leicester City,0,0,Manchester City,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2015-12-29,9.9,8.1,11.1,,,181.0,25.2,,,
4237,2016,20,2016-01-02,Leicester City,0,0,Bournemouth,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-01-02,8.3,7.1,9.1,,,88.0,21.0,,,
4238,2016,23,2016-01-23,Leicester City,3,0,Stoke City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-01-23,7.8,6.1,10.1,,,217.0,22.1,,,
4239,2016,24,2016-02-02,Leicester City,2,0,Liverpool,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-02-02,6.4,3.1,8.1,,,256.0,35.1,,,
4240,2016,27,2016-02-27,Leicester City,1,0,Norwich City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-02-27,3.4,1.1,6.1,,,49.0,13.3,,,
4241,2016,28,2016-03-01,Leicester City,2,2,West Brom,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-03-01,8.6,4.1,14.1,,,232.0,32.8,,,
4242,2016,32,2016-04-03,Leicester City,1,0,Southampton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-04-03,9.4,5.1,14.1,,,157.0,13.0,,,
4243,2016,35,2016-04-24,Leicester City,4,0,Swansea City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-04-24,6.0,1.1,9.1,,,,15.1,,,
4244,2017,3,2016-08-27,Leicester City,2,1,Swansea City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-08-27,14.8,10.1,21.1,,,,9.3,,,
4245,2017,9,2016-10-22,Leicester City,3,1,Crystal Palace,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-10-22,7.9,5.1,12.1,,,,9.5,,,
4246,2017,11,2016-11-06,Leicester City,1,2,West Brom,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-11-06,3.4,0.1,7.1,,,323.0,20.2,,,
4247,2017,13,2016-11-26,Leicester City,2,2,Middlesbrough,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-11-26,4.4,2.1,6.1,,,,6.2,,,
4248,2017,15,2016-12-10,Leicester City,4,2,Manchester City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-12-10,9.8,7.1,11.1,,,237.0,15.6,,,
4249,2017,18,2016-12-26,Leicester City,0,2,Everton,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2016-12-26,5.7,4.1,7.1,,,267.0,30.9,,,
4250,2017,21,2017-01-14,Leicester City,0,3,Chelsea,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-01-14,2.3,0.1,5.1,,,289.0,17.0,,,
4251,2017,24,2017-02-05,Leicester City,0,3,Manchester Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-02-05,3.4,1.1,6.1,,,17.0,9.3,,,
4252,2017,26,2017-02-27,Leicester City,3,1,Liverpool,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-02-27,5.3,2.1,8.1,,,224.0,21.2,,,
4253,2017,27,2017-03-04,Leicester City,3,1,Hull City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-03-04,8.0,6.1,11.1,,,200.0,20.5,,,
4254,2017,30,2017-04-01,Leicester City,2,0,Stoke City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-04-01,9.4,7.1,12.1,,,226.0,17.1,,,
4255,2018,4,2017-09-09,Leicester City,1,2,Chelsea,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-09-09,12.2,10.1,15.1,,,265.0,18.0,,,
4256,2018,8,2017-10-16,Leicester City,1,1,West Brom,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-10-16,15.7,13.1,20.1,,,172.0,28.8,,,
4257,2018,10,2017-10-29,Leicester City,2,0,Everton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-10-29,10.1,4.1,14.1,,,328.0,21.2,,,
4258,2018,19,2017-12-23,Leicester City,2,2,Manchester Utd,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2017-12-23,7.8,7.1,9.1,,,242.0,21.7,,,
4259,2018,24,2018-01-20,Leicester City,2,0,Watford,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-01-20,1.1,-1.9,2.1,,,,13.0,,,
4260,2018,26,2018-02-03,Leicester City,1,1,Swansea City,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-02-03,1.9,1.1,3.1,,,,9.0,,,
4261,2018,28,2018-02-24,Leicester City,1,1,Stoke City,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-02-24,1.4,-1.9,5.1,,,81.0,21.2,,,
4262,2018,29,2018-03-03,Leicester City,1,1,Bournemouth,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-03-03,-0.9,-2.9,0.1,,,65.0,25.5,,,
4263,2018,37,2018-05-05,Leicester City,0,2,West Ham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-05-05,15.8,9.1,21.1,,,,10.5,,,
4264,2018,31,2018-05-09,Leicester City,3,1,Arsenal,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-05-09,12.1,8.1,17.1,,,227.0,15.5,,,
4265,2019,8,2018-10-06,Leicester City,1,2,Everton,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-10-06,7.2,4.1,9.1,,,1.0,13.0,,,
4266,2019,12,2018-11-10,Leicester City,0,0,Burnley,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-11-10,9.4,7.1,12.1,,,178.0,19.9,,,
4267,2019,14,2018-12-01,Leicester City,2,0,Watford,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-12-01,8.9,6.1,12.1,,,188.0,20.2,,,
4268,2019,16,2018-12-08,Leicester City,0,2,Tottenham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-12-08,8.5,7.1,10.1,,,246.0,40.1,,,
