,Season_End_Year,Wk,Date,Team,HomeGoals,AwayGoals,Away,FTR,FDCOUK,City,Stadium,Capacity,Latitude,Longitude,Country,stadium,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
4269,2019,19,2018-12-26,Leicester City,2,1,Manchester City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2018-12-26,8.4,7.1,10.1,,,212.0,14.0,,,
4270,2019,22,2019-01-12,Leicester City,1,2,Southampton,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-01-12,8.3,7.1,10.1,,,266.0,27.6,,,
4271,2019,25,2019-02-03,Leicester City,0,1,Manchester Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-02-03,0.7,-3.9,5.1,,,215.0,16.6,,,
4272,2019,28,2019-02-26,Leicester City,2,1,Brighton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-02-26,9.4,1.1,17.1,,,,7.6,,,
4273,2019,36,2019-04-28,Leicester City,3,0,Arsenal,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-04-28,9.4,5.1,13.1,,,335.0,17.1,,,
4274,2019,38,2019-05-12,Leicester City,0,0,Chelsea,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-05-12,10.0,2.1,16.1,,,,10.0,,,
4275,2020,4,2019-08-31,Leicester City,3,1,Bournemouth,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-08-31,15.8,11.1,19.1,,,222.0,22.5,,,
4276,2020,7,2019-09-29,Leicester City,5,0,Newcastle Utd,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-09-29,14.4,11.1,17.1,,,226.0,22.9,,,
4277,2020,9,2019-10-19,Leicester City,2,1,Burnley,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-10-19,9.6,8.1,12.1,,,233.0,17.8,,,
4278,2020,14,2019-12-01,Leicester City,2,1,Everton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-12-01,1.0,-2.9,5.1,,,,9.3,,,
4279,2020,15,2019-12-04,Leicester City,2,0,Watford,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2019-12-04,4.0,1.1,7.1,,,204.0,14.7,,,
4280,2020,24,2020-01-22,Leicester City,4,1,West Ham,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-01-22,6.4,2.1,9.1,,,,8.3,,1036.8,
4281,2020,25,2020-02-01,Leicester City,2,2,Chelsea,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-02-01,9.0,7.1,10.1,,,237.0,36.4,,1000.5,
4282,2020,27,2020-02-22,Leicester City,0,1,Manchester City,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-02-22,9.0,7.1,11.1,,,234.0,40.3,,1012.7,
4283,2020,29,2020-03-09,Leicester City,4,0,Aston Villa,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-03-09,6.9,5.1,9.1,,,229.0,27.6,,1006.3,
4284,2020,31,2020-06-23,Leicester City,0,0,Brighton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-06-23,19.6,13.1,26.1,,,159.0,13.5,,1022.0,
4285,2020,33,2020-07-04,Leicester City,3,0,Crystal Palace,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-07-04,17.4,15.1,19.1,,,199.0,26.2,,1006.7,
4286,2020,36,2020-07-16,Leicester City,2,0,Sheffield Utd,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-07-16,16.6,14.1,20.1,,,266.0,17.5,,1019.3,
4287,2020,38,2020-07-26,Leicester City,0,2,Manchester Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-07-26,16.2,12.1,20.1,,,209.0,21.1,,1007.9,
4288,2021,2,2020-09-20,Leicester City,4,2,Burnley,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-09-20,14.4,11.1,18.1,,,20.0,16.0,,1021.2,
4289,2021,4,2020-10-04,Leicester City,0,3,West Ham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-10-04,10.1,8.1,12.1,,,351.0,16.1,,980.3,
4290,2021,5,2020-10-18,Leicester City,0,1,Aston Villa,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-10-18,9.4,8.1,11.1,,,,6.6,,1022.8,
4291,2021,8,2020-11-08,Leicester City,1,0,Wolves,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-11-08,9.1,7.1,11.1,,,62.0,8.9,,,
4292,2021,10,2020-11-30,Leicester City,1,2,Fulham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-11-30,7.2,4.1,9.1,,,253.0,22.2,,1021.9,
4293,2021,12,2020-12-13,Leicester City,3,0,Brighton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-12-13,6.2,2.1,10.1,,,169.0,21.1,,997.8,
4294,2021,13,2020-12-16,Leicester City,0,2,Everton,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-12-16,7.9,6.1,9.1,,,165.0,22.4,,1003.7,
4295,2021,15,2020-12-26,Leicester City,2,2,Manchester Utd,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2020-12-26,6.6,3.1,9.1,,,216.0,28.5,,1008.2,
4296,2021,19,2021-01-16,Leicester City,2,0,Southampton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-01-16,4.5,1.1,7.1,6.6,,224.0,24.0,,1016.3,
4297,2021,18,2021-01-19,Leicester City,2,0,Chelsea,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-01-19,9.8,8.1,11.1,7.7,,226.0,31.0,,997.5,
4298,2021,21,2021-01-31,Leicester City,1,3,Leeds United,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-01-31,0.4,-1.9,2.1,0.2,,66.0,13.4,,998.7,
4299,2021,24,2021-02-13,Leicester City,3,1,Liverpool,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-02-13,-1.5,-2.9,1.1,0.0,,128.0,25.8,,1030.5,
4300,2021,26,2021-02-28,Leicester City,1,3,Arsenal,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-02-28,4.5,0.1,10.1,0.0,,62.0,6.3,,1037.3,
4301,2021,28,2021-03-14,Leicester City,5,0,Sheffield Utd,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-03-14,6.4,4.1,8.1,1.6,,270.0,28.0,,1010.6,
4302,2021,30,2021-04-03,Leicester City,0,2,Manchester City,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-04-03,6.1,3.1,9.1,0.0,,37.0,12.6,,1033.6,
4303,2021,32,2021-04-22,Leicester City,3,0,West Brom,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-04-22,7.4,1.1,14.1,0.0,,90.0,9.3,,1027.2,
4304,2021,33,2021-04-26,Leicester City,2,1,Crystal Palace,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-04-26,7.7,3.1,13.1,0.0,,73.0,11.9,,1021.7,
4305,2021,35,2021-05-07,Leicester City,2,4,Newcastle Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-05-07,7.8,2.1,12.1,0.6,,271.0,15.8,,1013.5,
4306,2021,38,2021-05-23,Leicester City,2,4,Tottenham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-05-23,8.8,4.1,13.1,8.4,,198.0,23.9,,1004.1,
4307,2022,1,2021-08-14,Leicester City,1,0,Wolves,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-08-14,17.2,15.1,20.1,1.3,,226.0,14.3,,1017.7,
4308,2022,4,2021-09-11,Leicester City,0,1,Manchester City,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-09-11,17.9,14.1,21.1,0.5,,259.0,17.8,,1014.6,
4309,2022,6,2021-09-25,Leicester City,2,2,Burnley,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-09-25,18.4,16.1,22.1,0.1,,195.0,10.4,,1012.9,
4310,2022,8,2021-10-16,Leicester City,4,2,Manchester Utd,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-10-16,10.6,5.1,15.1,0.1,,179.0,10.2,,1018.8,
4311,2022,10,2021-10-30,Leicester City,0,2,Arsenal,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-10-30,9.5,7.1,12.1,11.0,,185.0,18.8,,994.2,
4312,2022,12,2021-11-20,Leicester City,0,3,Chelsea,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-11-20,9.8,7.1,11.1,0.1,,252.0,18.1,,1021.8,
4313,2022,13,2021-11-28,Leicester City,4,2,Watford,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-11-28,-1.2,-3.9,2.1,2.9,,283.0,12.2,,1007.5,
4314,2022,16,2021-12-12,Leicester City,4,0,Newcastle Utd,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-12-12,11.5,10.1,13.1,0.6,,214.0,24.9,,1015.8,
4315,2022,20,2021-12-28,Leicester City,1,0,Liverpool,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2021-12-28,8.2,6.1,9.1,12.0,,247.0,16.4,,990.9,
4316,2022,17,2022-01-19,Leicester City,2,3,Tottenham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-01-19,4.8,1.1,8.1,0.1,,259.0,21.2,,1026.1,
4317,2022,23,2022-01-23,Leicester City,1,1,Brighton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-01-23,4.2,2.1,6.1,0.0,,224.0,11.1,,1034.0,
4318,2022,25,2022-02-13,Leicester City,2,2,West Ham,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-02-13,8.1,7.1,9.1,7.7,,188.0,30.5,,995.6,
4319,2022,28,2022-03-05,Leicester City,1,0,Leeds United,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-03-05,5.3,3.1,7.1,1.0,,355.0,19.8,,1025.8,
4320,2022,30,2022-03-20,Leicester City,2,1,Brentford,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-03-20,4.9,1.1,10.1,0.0,,70.0,13.3,,1028.5,
4321,2022,32,2022-04-10,Leicester City,2,1,Crystal Palace,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-04-10,6.3,0.1,11.1,0.0,,195.0,9.9,,1017.7,
4322,2022,34,2022-04-23,Leicester City,0,0,Aston Villa,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-04-23,10.2,7.1,15.1,0.5,,38.0,24.7,,1007.2,
4323,2022,36,2022-05-08,Leicester City,1,2,Everton,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-05-08,12.4,8.1,17.1,0.0,,99.0,12.6,,1028.5,
4324,2022,21,2022-05-11,Leicester City,3,0,Norwich City,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-05-11,11.9,10.1,15.1,10.2,,233.0,21.4,,1007.6,
4325,2022,38,2022-05-22,Leicester City,4,1,Southampton,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-05-22,15.7,11.1,20.1,0.1,,213.0,16.3,,1011.8,
4326,2023,1,2022-08-07,Leicester City,2,2,Brentford,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-08-07,17.5,10.1,23.1,0.0,,281.0,13.4,,1026.3,
4327,2023,3,2022-08-20,Leicester City,1,2,Southampton,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-08-20,17.9,13.1,23.1,0.0,,228.0,23.8,,1014.6,
4328,2023,5,2022-09-01,Leicester City,0,1,Manchester Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-09-01,17.6,13.1,23.1,0.0,,51.0,17.1,,1021.5,
4329,2023,9,2022-10-03,Leicester City,4,0,Nott'ham Forest,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-10-03,11.8,7.1,17.1,0.0,,210.0,11.6,,1023.7,
4330,2023,11,2022-10-15,Leicester City,0,0,Crystal Palace,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-10-15,12.1,10.1,15.1,3.3,,217.0,20.8,,999.9,
4331,2023,12,2022-10-20,Leicester City,2,0,Leeds United,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-10-20,12.4,11.1,13.1,12.2,,168.0,10.6,,1006.0,
4332,2023,14,2022-10-29,Leicester City,0,1,Manchester City,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-10-29,14.6,11.1,19.1,7.4,,145.0,15.8,,1011.8,
4333,2023,17,2022-12-26,Leicester City,0,3,Newcastle Utd,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2022-12-26,4.5,2.1,9.1,0.3,,230.0,24.9,,1012.5,
4334,2023,19,2023-01-03,Leicester City,0,1,Fulham,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-01-03,7.6,1.1,12.1,5.4,,174.0,25.5,,1012.9,
4335,2023,21,2023-01-21,Leicester City,2,2,Brighton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-01-21,-1.0,-3.9,2.1,0.0,,148.0,5.6,,1032.3,
4336,2023,23,2023-02-11,Leicester City,4,1,Tottenham,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-02-11,8.6,7.1,10.1,0.0,,264.0,14.0,,1035.0,
4337,2023,25,2023-02-25,Leicester City,0,1,Arsenal,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-02-25,4.1,2.1,6.1,0.0,,359.0,17.5,,1019.3,
4338,2023,27,2023-03-11,Leicester City,1,3,Chelsea,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-03-11,1.8,-2.9,5.1,1.7,,167.0,10.5,,1007.9,
4339,2023,7,2023-04-04,Leicester City,1,2,Aston Villa,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-04-04,7.0,-0.9,13.1,0.0,,149.0,10.2,,1026.5,
4340,2023,30,2023-04-08,Leicester City,0,1,Bournemouth,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-04-08,8.6,2.1,14.1,0.0,,103.0,10.3,,1025.0,
4341,2023,32,2023-04-22,Leicester City,2,1,Wolves,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-04-22,9.2,5.1,12.1,1.5,,216.0,12.3,,1004.4,
4342,2023,34,2023-05-01,Leicester City,2,2,Everton,D,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-05-01,12.2,9.1,15.1,1.9,,274.0,16.0,,1017.8,
4343,2023,36,2023-05-15,Leicester City,0,3,Liverpool,A,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-05-15,11.3,7.1,14.1,0.0,,311.0,16.4,,1020.9,
4344,2023,38,2023-05-28,Leicester City,2,1,West Ham,H,Leicester,Leicester,King Power Stadium,32500,52.620278,-1.142222,England,King Power Stadium,2023-05-28,13.9,9.1,18.1,0.0,,16.0,13.6,,1025.3,
4345,1997,4,1996-09-04,Sunderland,1,2,Newcastle Utd,A,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1996-09-04,13.5,12.1,16.1,,,38.0,9.3,,,
4346,1997,5,1996-09-08,Sunderland,0,0,West Ham,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1996-09-08,11.6,7.1,15.1,,,335.0,13.0,,,
4347,1997,11,1996-10-26,Sunderland,1,0,Aston Villa,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1996-10-26,8.4,7.1,10.1,,,211.0,18.5,,,
4348,1997,23,1997-01-18,Sunderland,0,0,Blackburn,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1997-01-18,4.1,2.1,6.1,,,164.0,6.7,,,
4349,1997,27,1997-02-22,Sunderland,0,1,Leeds United,A,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1997-02-22,11.1,10.1,12.1,,,214.0,30.1,,,
4350,1997,29,1997-03-04,Sunderland,0,4,Tottenham,A,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1997-03-04,4.7,-0.9,10.1,,,,9.1,,,
4351,1997,30,1997-03-08,Sunderland,2,1,Manchester Utd,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1997-03-08,6.4,1.1,11.1,,,,7.4,,,
4352,1997,34,1997-04-13,Sunderland,1,2,Liverpool,A,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1997-04-13,9.2,4.1,12.1,,,260.0,14.3,,,
4353,2000,2,1999-08-10,Sunderland,2,0,Watford,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1999-08-10,11.9,9.1,14.1,,,,14.2,,,
4354,2000,7,1999-09-11,Sunderland,2,0,Leicester City,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1999-09-11,17.7,14.1,24.1,,,,10.1,,,
4355,2000,11,1999-10-18,Sunderland,2,1,Aston Villa,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1999-10-18,8.9,6.1,10.1,,,,9.0,,,
4356,2000,13,1999-10-31,Sunderland,2,1,Tottenham,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1999-10-31,10.8,7.1,14.1,,,221.0,29.1,,,
4357,2000,17,1999-12-04,Sunderland,4,1,Chelsea,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1999-12-04,1.3,0.1,2.1,,,268.0,23.1,,,
4358,2000,18,1999-12-18,Sunderland,2,0,Southampton,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1999-12-18,-0.8,-2.9,0.1,,,,6.9,,,
4359,2000,20,1999-12-28,Sunderland,2,2,Manchester Utd,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,1999-12-28,0.7,0.1,2.1,,,261.0,11.9,,,
4360,2000,24,2000-02-05,Sunderland,2,2,Newcastle Utd,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-02-05,9.1,8.1,10.1,,,230.0,22.9,,,
4361,2000,26,2000-02-26,Sunderland,1,1,Derby County,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-02-26,6.1,4.1,8.1,,,,14.3,,,
4362,2000,30,2000-03-25,Sunderland,2,1,Everton,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-03-25,5.5,2.1,9.1,,,,7.1,,,
4363,2001,1,2000-08-19,Sunderland,1,0,Arsenal,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-08-19,12.1,10.1,14.1,,,,7.7,,,
4364,2001,4,2000-09-05,Sunderland,1,1,West Ham,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-09-05,15.8,13.1,21.1,,,215.0,7.2,,,
4365,2001,6,2000-09-16,Sunderland,2,1,Derby County,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-09-16,14.7,12.1,18.1,,,307.0,13.4,,,
4366,2001,9,2000-10-14,Sunderland,1,0,Chelsea,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-10-14,10.8,8.1,13.1,,,,4.0,,,
4367,2001,11,2000-10-28,Sunderland,1,0,Coventry City,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-10-28,8.2,6.1,13.1,,,,11.6,,,
4368,2001,13,2000-11-11,Sunderland,2,2,Southampton,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-11-11,7.1,6.1,9.1,,,,7.2,,,
4369,2001,16,2000-12-04,Sunderland,2,0,Everton,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-12-04,9.5,7.1,12.1,,,190.0,22.8,,,
4370,2001,17,2000-12-09,Sunderland,1,0,Middlesbrough,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-12-09,8.0,7.1,9.1,,,215.0,23.0,,,
4371,2001,19,2000-12-23,Sunderland,1,0,Manchester City,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2000-12-23,4.7,3.1,5.1,,,,0.3,,,
4372,2001,24,2001-01-21,Sunderland,0,0,Bradford City,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-01-21,0.2,-0.9,2.1,,,,6.5,,,
4373,2001,25,2001-01-31,Sunderland,0,1,Manchester Utd,A,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-01-31,2.6,-0.9,5.1,,,,0.4,,,
4374,2001,35,2001-04-21,Sunderland,1,1,Newcastle Utd,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-04-21,4.8,-1.9,10.1,,,,4.1,,,
4375,2001,37,2001-05-05,Sunderland,3,2,Charlton Ath,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-05-05,6.7,3.1,10.1,,,,3.8,,,
4376,2002,1,2001-08-18,Sunderland,1,0,Ipswich Town,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-08-18,16.5,13.1,21.1,,,,,,,
4377,2002,4,2001-09-08,Sunderland,1,0,Blackburn,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-09-08,11.9,8.1,15.1,,,317.0,14.6,,,
4378,2002,6,2001-09-18,Sunderland,1,2,Tottenham,A,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-09-18,11.1,10.1,12.1,,,5.0,25.2,,,
4379,2002,7,2001-09-22,Sunderland,2,2,Charlton Ath,D,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-09-22,10.8,9.1,13.1,,,,,,,
4380,2002,9,2001-10-13,Sunderland,1,3,Manchester Utd,A,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-10-13,15.2,13.1,18.1,,,,,,,
4381,2002,15,2001-12-01,Sunderland,1,0,West Ham,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-12-01,7.6,1.1,13.1,,,237.0,12.8,,,
4382,2002,18,2001-12-22,Sunderland,1,0,Everton,H,Sunderland,Sunderland,Stadium of Light,48707,54.9144,-1.3882,England,Stadium of Light,2001-12-22,-0.5,-1.9,0.1,,,322.0,22.2,,,
